"HolderAddress","Balance","PendingBalanceUpdate"
"0x12002c8aa23bb47419d4378cc520bc49554808a4","3,263.973076577824622482","No"
"0x00e80cc289c9ed6630316cf36cce61e4a9802e13","3,249.594430086958920379","No"
"0xd705480d8ad4f393ef17e9bd1c1fecc4e3b0385f","3,221.973759672546858058","No"
"0xb6321c5e3d0a97b8d4218bc15ec95bd8d1f7d639","3,216.931510647856608672","No"
"0xa22c9a7c425e5e1a21684bf1b2c18c4c15e8d23d","3,212.004221660077211244","No"
"0xf334f9e2627722ddc9158d3f95226110588da0af","3,157.896173487188596138","No"
"0x74419963f0afb1385e114022a263bc6b33fb1aab","3,145.397420782206685389","No"
"0x9dd4b7bf3f2209aca9f168180f25f601fd66db52","3,129.296179239236004061","No"
"0x2038aa053be3866e7ce80c40a9d9bd63b817aa4b","3,126.2095752547241765","No"
"0x621e383b9579fd2be2f65bf98d6c37c251cf0347","3,113.58866101722775974","No"
"0xb17c2a5c83ef822b8bf1486fd98ea11cff6392e5","3,106.762799137922362013","No"
"0x70ec2c7e52f05fb21aebc10ad38665f2a5a16d9a","3,096.049483647051714653","No"
"0xd971f1093abe7ddce784a6c36fca828d0546aaf6","3,082.222638871676256259","No"
"0x08b296a897b1c8a033066a34dfde80c66a825d7b","3,068.818907230963141681","No"
"0xa999e5d5d6d36db53e76f13b5f6b5aba58ae1747","3,059.270130250705403074","No"
"0x62cd28c2b5fb84cd3c6838592e999e939fea9ad3","3,056.837115594334834441","No"
"0x6ac971eb070ca927615ab792dc5b1266faf477ec","3,047.57963742171713261","No"
"0x3564c639fa2c51c15b42163790e85c540d3b939f","3,038.236098046018597872","No"
"0xed0a7b0bbcdfdf33133c9ea76aab5ffa3dde44fc","3,033.524845987332368564","No"
"0x6218b25f391933b7845457e3411174464e0cdff9","3,032.043143449031180917","No"
"0x99084c0f9082ad3a7600d09764e4333890d767e5","3,030.915643285884153764","No"
"0x05dceb384e336c1287043ebb7dcd428233a8b8b6","3,025.373343412521676979","No"
"0x423c601c46de1b7d3dcb1e29f19cdbd78fc566c9","3,022.132513140817414504","No"
"0xd783ca0d957d5e8adc28cca9d7befe7f6b39f3db","3,009.491372396071840399","No"
"0xf06b0578c6ee870fa9705c4413886458dc8772b1","3,001.013193578277086176","No"
"0xf8dfd987b9cdc2f213cd9a30e3af3c190190ab17","3,000","No"
"0xc0385c781b2f35ae0ba54c2948f4c23afa3bb954","2,980.159657499856832447","No"
"0x7974d4c762a377d76e44ebd55f9ab6066ba7ac89","2,970.305738512448754841","No"
"0x88b835e481cabef3c7c35e4007b2f413aab7755f","2,950.955009373920166754","No"
"0x3956bdb0ebf99a118fd3a72abbe8d4c87807b99c","2,946.840577531774117005","No"
"0xe8cc3edca3803b5f836247089887d6eb1c816194","2,942.551441259911144344","No"
"0x597ee0828c4e34e8ccd006f66f9d10bc49f09c26","2,928.114771456422284198","No"
"0xacc7954823a436aa1d299c6cdfdc45b28db89ceb","2,904.225055462844352","No"
"0x67f08510131fc765a00e36196be1309f2a8231b8","2,899.770315592045167144","No"
"0x1005e511f3430117ae6a538d48bd2409401ad6a0","2,875.74675050987998611","No"
